x y
1.0 0.0
1.0 8.568328686823445e-05
1.0 0.0001713665737364689
1.0 0.0002570498606047033
1.0 0.0003427331474729378
1.0 0.0004284164343411722
1.0 0.0005140997212094066
1.0 0.0005997830080776411
1.0 0.0006854662949458756
1.0 0.00077114958181411
1.0 0.0008568328686823445
1.0 0.0009425161555505789
1.0 0.0010281994424188132
1.0 0.0011138827292870477
1.0 0.0011995660161552822
1.0 0.0012852493030235306
0.99984209464165 0.0013162360609599532
0.999368478303009 0.0013983350199301442
0.998579450130307 0.001522218333324093
0.99747550849065 0.0016843486027376471
0.996057350657239 0.0018851203447627358
0.994325872368957 0.0021267324944319356
0.992282167264603 0.0024056898190405553
0.989927526192123 0.0027271566188021247
0.987263436393289 0.0030911941946985696
0.984291580564316 0.003497462745168541
0.981013835793043 0.0039453248376011265
0.977432272373322 0.00443372447236493
0.973549152497372 0.004961267719944273
0.969366928826937 0.0055267259439994
0.964888242944126 0.006129461074767104
0.960115923682935 0.0067684456340987255
0.955052985342498 0.007441603160968739
0.949702625783186 0.008147016745118732
0.944068224406772 0.008883275298153175
0.938153340021932 0.009649180301395766
0.931961708596418 0.010443743394583477
0.925497240897346 0.011266252157964469
0.918764020021071 0.012116714267901507
0.911766298814214 0.012995320795495586
0.904508497187474 0.013901480067726282
0.896995199323918 0.014834138112485035
0.889231150783512 0.015791897453209663
0.881221255505724 0.01677317438088471
0.872970572712091 0.017776300544078055
0.864484313710706 0.018799612088110824
0.855767838604643 0.01984139866910122
0.846826652906402 0.020900051477293347
0.837666404060512 0.021974151100911714
0.828292877876478 0.023062039212043632
0.818711994874345 0.024161746110982794
0.808929806545167 0.025271024730955202
0.798952491528759 0.0263879195267181
0.788786351711134 0.02751090319913638
0.778437808244094 0.028638639750158786
0.767913397489498 0.029769767636905486
0.757219766890753 0.03090291875980911
0.746363670774146 0.032036765825486396
0.735351966082666 0.033169376084488895
0.724191608045016 0.03429906240722376
0.712889645782536 0.035424291311798806
0.701453217856831 0.03654347479499873
0.689889547760901 0.03765560367578577
0.678205939356625 0.03875881602096996
0.666409772261493 0.039851989211735855
0.654508497187474 0.040933948872013085
0.642509631234988 0.042003623860409886
0.630420753144948 0.04305955880423603
0.618249498511862 0.044100376485109165
0.606003554961027 0.04512424558072441
0.593690657292862 0.04612979834183325
0.581318582597442 0.04711578039373651
0.568895145342319 0.048081065104347065
0.556428192436741 0.04902418899694091
0.543925598275372 0.04994338368183354
0.531395259764657 0.050834984715585445
0.518845091334967 0.05169650060008918
0.506283019941676 0.05252563832583821
0.493716980058324 0.053320676696935236
0.481154908665033 0.05408033480882515
0.468604740235343 0.05480348080488548
0.456074401724628 0.05548901587703448
0.443571807563259 0.05613487779378812
0.431104854657681 0.0567374467283231
0.418681417402558 0.057293920311099616
0.406309342707138 0.05780218151406144
0.393996445038973 0.05826086223230473
0.381750501488138 0.058669281140174064
0.369579246855052 0.059026489748954636
0.357490368765012 0.059331497735739064
0.345491502812526 0.059582583708854386
0.333590227738507 0.05977584409377255
0.321794060643375 0.05990922647952471
0.310110452239099 0.05998197514286451
0.298546782143169 0.059993502436276096
0.287110354217464 0.05994410432143769
0.275808391954984 0.05983455181931297
0.264648033917334 0.05966518517729086
0.253636329225854 0.05943554504037846
0.242780233109247 0.059143258487596925
0.232086602510502 0.05878443734298792
0.221562191755906 0.05835752520589743
0.211213648288866 0.057862889798030254
0.201047508471241 0.057301903974009645
