x y
0.191070193454833 0.05667625139465313
0.181288005125655 0.0559873994352427
0.171707122123522 0.05523598357879056
0.162333595939488 0.0544218205645585
0.153173347093597 0.05354525301802079
0.144232161395357 0.052607370438089385
0.135515686289294 0.05160945563605633
0.127029427287909 0.050552408502561826
0.118778744494276 0.049436625886666724
0.110768849216488 0.04826256918422519
0.103004800676082 0.04703139693142074
0.095491502812526 0.04574474001066928
0.088233701185786 0.044404046281917804
0.081235979978929 0.043010251448038335
0.074502759102654 0.04156415575847397
0.068038291403582 0.04006697622325014
0.061846659978068 0.03852045358748619
0.055931775593228 0.0369266175612365
0.050297374216814 0.03528737594401098
0.044947014657502 0.03360406550791629
0.039884076317065 0.03187718128263257
0.035111757055874 0.030106548875167914
0.030633071173063 0.02829197227393572
0.026450847502628 0.026434059706877344
0.022567727626679 0.024534804115889326
0.018986164206957 0.022597762998355645
0.015708419435684 0.02062789508588933
0.012736563606711 0.018631124313575307
0.010072473807877 0.016613594302308653
0.007717832735397 0.014580616338287564
0.005674127631043 0.012535594169023325
0.003942649342761 0.01047940432609241
0.00252449150935 0.008410724026293217
0.001420549869693 0.006327491165680396
0.000631521696991 0.0042291051643869185
0.00015790535835 0.0021180913539632995
0.0 0.0
0.00015790535835 -0.002122233238704244
0.000631521696991 -0.004237409246764238
0.001420549869693 -0.00633997798919903
0.00252449150935 -0.00842735102594907
0.003942649342761 -0.010500010246267765
0.005674127631043 -0.012559865222704525
0.007717832735397 -0.014608078161317707
0.010072473807877 -0.016643631961378146
0.012736563606711 -0.018663026416494644
0.015708419435684 -0.020660911784922582
0.018986164206957 -0.02263116562963935
0.022567727626679 -0.02456793485461059
0.026450847502628 -0.026466361750847826
0.030633071173063 -0.028322996780559412
0.035111757055874 -0.03013594287219675
0.039884076317065 -0.031904666925420815
0.044947014657502 -0.03362942169299573
0.050297374216815 -0.03531042914465789
0.055931775593228 -0.03694724147780589
0.061846659978068 -0.038538573170698434
0.068038291403582 -0.04008257244990518
0.074502759102654 -0.041577267805434255
0.081235979978929 -0.04302097428610796
0.088233701185786 -0.04441252290138704
0.095491502812526 -0.04575115075399668
0.103004800676082 -0.047035955334917695
0.110768849216488 -0.04826552213223622
0.118778744494276 -0.04943824317397419
0.127029427287909 -0.05055295112909752
0.135515686289294 -0.05160913518055484
0.144232161395357 -0.05260633729817971
0.153173347093598 -0.05354362045178951
0.162333595939488 -0.054419692709331
0.171707122123522 -0.05523346639862371
0.181288005125655 -0.055984589189008976
0.191070193454833 -0.056673219433837525
0.20104750847124 -0.05729871168037406
0.211213648288866 -0.05785960338867769
0.221562191755906 -0.058354221047361064
0.232086602510502 -0.05878119819529838
0.242780233109247 -0.059140161961696046
0.253636329225854 -0.059432642590655144
0.264648033917334 -0.05966246729213289
0.275808391954984 -0.05983197983865035
0.287110354217464 -0.05994164266350609
0.298546782143169 -0.05999112936995883
0.310110452239099 -0.05997968249301128
0.321794060643375 -0.059907015009677926
0.333590227738507 -0.05977372019721582
0.345491502812526 -0.059580563284137994
0.357490368765012 -0.059329590904436756
0.369579246855052 -0.05902467405742185
0.381750501488138 -0.0586675352991854
0.393996445038973 -0.0582591799481151
0.406309342707138 -0.05780056814219382
0.418681417402558 -0.0572923825081574
0.431104854657681 -0.05673598022109566
0.443571807563259 -0.056133476365004494
0.456074401724628 -0.05548767839470159
0.468604740235343 -0.05480219582700558
0.481154908665033 -0.05407909821453243
0.493716980058324 -0.05331948172924423
0.506283019941676 -0.052524479369852294
0.518845091334967 -0.051695382974510665
0.531395259764657 -0.05083392770434331
0.543925598275371 -0.04994241979707064
0.556428192436741 -0.04902335003597085
0.568895145342319 -0.04808035291063933
0.581318582597442 -0.047115192804104415
0.593690657292863 -0.04612933740389974
0.606003554961027 -0.04512392326990817
0.618249498511862 -0.044100219835537025
0.630420753144949 -0.043059601832301536
0.642509631234988 -0.04200390223584387
0.654508497187474 -0.040934490605739414
0.666409772261493 -0.03985277611853908
0.678205939356625 -0.03875979721610973
0.689889547760901 -0.037656709881600664
0.701453217856831 -0.036544638659689065
0.712889645782536 -0.035425469356605246
0.724191608045016 -0.034300202713635465
0.735351966082666 -0.03317042361399835
0.746363670774146 -0.032037664638771945
0.757219766890753 -0.030903617767749338
0.767913397489498 -0.029770225735893125
0.778437808244094 -0.028638828753902956
0.788786351711134 -0.027510809437191815
0.798952491528759 -0.02638755085566193
0.808929806545167 -0.025270402419991653
0.818711994874345 -0.02416089905125081
0.828292877876478 -0.023061005610042706
0.837666404060512 -0.021972981327713352
0.846826652906403 -0.020898808956288994
0.855767838604643 -0.01984015397762449
0.864484313710706 -0.01879842653056991
0.872970572712091 -0.017775226825117584
0.881221255505724 -0.016772254740627483
0.889231150783512 -0.01579116294766914
0.896995199323918 -0.014833607589810453
0.904508497187474 -0.013901161811163803
0.911766298814214 -0.012995214142839726
0.918764020021071 -0.012116815125239197
0.925497240897346 -0.011266552492970023
0.931961708596418 -0.010444218754992901
0.938153340021932 -0.009649796199312116
0.944068224406772 -0.00888399454552975
0.949702625783186 -0.008147802668007466
0.955052985342498 -0.007442420879619975
0.960115923682935 -0.006769261919917819
0.964888242944126 -0.00613024658666612
0.969366928826937 -0.005527459037406428
0.973549152497372 -0.00496193105761215
0.977432272373322 -0.0044343051761690944
0.981013835793043 -0.003945815671963529
0.984291580564316 -0.0034978664025841926
0.987263436393289 -0.0030915227589303706
0.989927526192123 -0.0027274281747744124
0.992282167264603 -0.0024059249146488287
0.994325872368957 -0.00212695055381553
0.996057350657239 -0.0018853261350067164
0.99747550849065 -0.0016845356050942894
0.998579450130307 -0.0015223711019521629
0.999368478303009 -0.0013984337644315885
0.99984209464165 -0.001316271851657245
1.0 -0.0012852493030235306
1.0 -0.0011995660161552822
1.0 -0.0011138827292870477
1.0 -0.0010281994424188132
1.0 -0.0009425161555505789
1.0 -0.0008568328686823445
1.0 -0.00077114958181411
1.0 -0.0006854662949458756
1.0 -0.0005997830080776411
1.0 -0.0005140997212094066
1.0 -0.0004284164343411722
1.0 -0.0003427331474729378
1.0 -0.0002570498606047033
1.0 -0.0001713665737364689
1.0 -8.568328686823445e-05
1.0 0.0
